conversation_id_str,created_at,favorite_count,full_text,full_text_comments,stance,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Unnamed: 16
"2,00E+33",Mon Dec 15 06:10:54 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Presiden paling sulit ditembus nih bu sangking banyak bubble nya jadi lambat nerima informasi &amp; kritik,kontra,"2,00E+33",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000448459804144095,"1,91E+33",,
"2,00E+33",Mon Dec 15 09:02:54 +0000 2025,1.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Legal ilegal hutan gundul jika masih ada produksi stop pembukaan lahan baru stop deforestasi,pro,"2,00E+32",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000491745231110238,"1,34E+34",,
"2,00E+33",Mon Dec 15 08:12:58 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Mana dengar dia buk sudahlah gak usah lagi berharap. Biarkan saja dimakan sumpahnya sendiri,kontra,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000479182305034576,"1,91E+34",,
"2,00E+33",Mon Dec 15 05:15:10 +0000 2025,6.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Kemablikan HUTAN ke Fungsinya Jgn lagi Ada Perusakan HUTAN dg Dalih Apa pun. Hsl dr Tambang Perkebunan Sawit Sangat tdk Sebanding dg Dampak Kerusakan yg diTimbulkan. Pun yg Menikmati hny Sgelintir ORANG. RAKYAT ttp Saja kebagian AMPAS . Ingat Anak CUCU kt Stop Cabut Izin nya.,pro,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000434434554929532,"8,81E+32",,
"2,00E+33",Mon Dec 15 03:24:02 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Presiden / keluarganya diduga punya kebun sawit yg tdk sedikit bu @susipudjiastuti ?,pro,"2,00E+31",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000406469687300131,99844988.0,,
"2,00E+33",Mon Dec 15 03:34:51 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Yang heppy mereka bu...rakyat mblangsak mah udah biasa...biasa buat tumbal,kontra,"2,00E+33",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000409188581974102,"1,78E+34",,
"2,00E+33",Mon Dec 15 08:23:56 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Ibu susi HP pak @prabowo disetting sama buna Teddy buat gak main sosmed banyak². Mana mungkin aspirasi rakyat bahkan sekaliber Bu Susi terdengar.,kontra,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000481942723285192,"1,26E+33",,
"2,00E+33",Mon Dec 15 05:48:43 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Apakah didengar buk @susipudjiastuti oleh presiden prabaowo klo kuarganya jg andil didlm stu..dan presiden dikepung pembantunya yg ikut andil jg,kontra,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000442881262452807,"1,41E+34",,
"2,00E+33",Mon Dec 15 03:46:24 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Tanam kembali hutan sperti bapak ke brazil kmrn,pro,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000412099097645209,50601376.0,,
"2,00E+33",Mon Dec 15 10:46:07 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo @grok seberapa luas lahan sawit yang dimiliki pak Prabowo Subianto?,netral,"2,00E+34",,susipudjiastuti,in,,0.0,1.0,0.0,https://x.com/undefined/status/2000517723860721666,"7,57E+31",,
"2,00E+33",Mon Dec 15 04:17:02 +0000 2025,1.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Setuju bu saat ini pemilahan harusnya : mana yg berdampak negatif dan positif. Jika berdampak negatif maka tutup walau legal.,pro,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000419805619495266,"9,93E+32",,
"2,00E+33",Mon Dec 15 09:46:11 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Seperti nya harus rakyat yg menghentikan semua termasuk para pejabat yg sudah jelas bermasalah ada barang buktinya..,kontra,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000502639449264292,"1,96E+33",,
"2,00E+33",Mon Dec 15 04:22:19 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo yg Legal malah lebih parah,pro,"2,00E+32",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000421137382040023,"1,67E+34",,
"2,00E+33",Mon Dec 15 08:31:32 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo emang berani prabowo lawan cukong2 dan jaringannya yg berurat akar di negeri ini buk? .,kontra,"2,00E+33",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000483851563585967,"1,58E+34",,
"2,00E+33",Mon Dec 15 09:13:52 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo O. T. A. K. !! Repot bu klo org yg duduk di pemerintahan tidak mikirin rakyat tapi mikir kepentingan diri dan kelg nya. Mo sampe modyar ya tetep serakah!!,kontra,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000494504936350082,"1,29E+34",,
"2,00E+33",Mon Dec 15 06:08:39 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo brarti sebelumnya gk ditertibkan,pro,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000447897712906565,2158470259.0,,
"2,00E+33",Mon Dec 15 04:02:36 +0000 2025,0.0,Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,@susipudjiastuti @prabowo Tak bisa tawar menawar Selamatkan hutan alam Indonesia utk kebaikan keberlangsungan kehidupan. Alam anugrah yg harus di jaga bukan dirusak rusaknya alam kerugian utk Masyarakat Flora Fauna disekitar.,pro,"2,00E+34",,susipudjiastuti,in,,0.0,0.0,0.0,https://x.com/undefined/status/2000416172806939058,370205992.0,,
